Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
18.0,Male,53.9,1.62,170,169.0,72.0,1.38,810.0,Cardio,24.7,3.4,3.0,1.0,29.34
42.0,Male,,1.87,176,127.0,74.0,1.82,693.0,Yoga,10.0,2.1,4.0,1.0,20.3
22.0,,69.6,1.8,186,136.0,73.0,1.37,1081.0,Cardio,28.6,2.0,5.0,3.0,21.14
18.0,,62.9,1.72,191,157.0,63.0,1.31,514.0,Strength,26.3,2.2,3.0,2.0,12.32
18.0,,69.1,1.64,183,139.0,73.0,1.32,1002.0,,26.0,1.5,5.0,1.0,16.27
37.0,Female,61.3,1.96,193,169.0,65.0,2.0,947.0,Yoga,31.1,3.5,5.0,1.0,24.18
37.0,Female,78.5,1.5,189,169.0,60.0,1.67,954.0,HIIT,17.9,2.4,3.0,3.0,21.98
41.0,Female,40.0,1.78,182,155.0,68.0,1.51,1376.0,HIIT,29.8,2.1,2.0,3.0,12.32
18.0,Male,49.9,1.75,182,158.0,74.0,2.0,1032.0,Strength,23.1,3.1,5.0,1.0,17.64
46.0,Female,69.9,1.68,173,168.0,64.0,1.43,911.0,Strength,35.0,3.4,3.0,2.0,18.95
24.0,Male,62.5,1.58,175,137.0,51.0,2.0,1231.0,Strength,32.2,3.6,4.0,1.0,36.26
22.0,Male,40.0,1.67,162,146.0,59.0,1.04,807.0,Strength,24.1,1.5,3.0,1.0,13.05
53.0,Female,46.8,1.69,163,169.0,56.0,1.32,1017.0,HIIT,27.6,2.4,4.0,2.0,29.04
44.0,Female,75.2,1.9,185,131.0,65.0,0.94,1303.0,Cardio,18.0,3.4,3.0,2.0,
43.0,Male,70.1,1.72,187,129.0,54.0,1.43,984.0,HIIT,25.0,1.6,3.0,1.0,25.52
18.0,Male,40.0,1.7,190,120.0,64.0,1.33,1589.0,Yoga,26.8,3.1,2.0,1.0,18.76
59.0,Female,73.6,1.6,164,158.0,58.0,1.35,1216.0,\nStrength,30.0,2.3,5.0,2.0,15.78
18.0,Male,40.0,1.65,160,144.0,73.0,2.0,1078.0,\tYoga,17.4,3.5,2.0,1.0,21.36
43.0,Male,72.6,1.64,166,152.0,54.0,1.22,1188.0,Cardio,21.3,2.5,2.0,2.0,12.97
36.0,Male,87.6,1.81,179,140.0,56.0,0.9,645.0,HIIT,22.1,3.6,2.0,1.0,18.22
26.0,Female,110.3,1.94,171,,51.0,1.25,1376.0,HIIT,30.0,3.7,3.0,1.0,12.32
,Female,79.0,1.68,195,158.0,61.0,2.0,1410.0,Strength,31.1,2.5,5.0,2.0,14.2
40.0,Male,40.0,1.73,194,149.0,72.0,1.06,811.0,HIIT,19.4,2.7,2.0,3.0,36.56
18.0,Male,123.8,1.62,164,167.0,59.0,1.43,303.0,Strength,22.3,3.6,2.0,3.0,24.63
59.0,Female,40.0,1.84,167,137.0,53.0,1.87,681.0,Yoga,23.7,2.2,2.0,2.0,14.55
38.0,Male,41.4,1.71,183,168.0,73.0,0.94,1253.0,Yoga,30.8,3.2,3.0,1.0,14.6
33.0,Female,60.5,1.76,160,146.0,67.0,0.58,1172.0,HIIT,26.4,,4.0,2.0,28.93
45.0,Female,40.0,1.69,162,147.0,68.0,1.19,979.0,HIIT,25.2,2.4,4.0,2.0,12.75
44.0,Female,52.8,1.71,198,132.0,63.0,2.0,1783.0,HIIT,21.7,3.4,4.0,2.0,12.32
39.0,Female,69.9,1.85,164,147.0,50.0,1.3,1562.0,Yoga,27.7,3.7,3.0,3.0,12.87
25.0,Female,51.0,1.76,167,127.0,70.0,0.72,1119.0,,25.1,2.6,4.0,3.0,12.64
50.0,Female,92.6,1.91,171,137.0,54.0,1.6,303.0,Strength,25.2,2.3,3.0,1.0,21.42
21.0,Female,52.7,1.53,182,134.0,50.0,1.19,1090.0,Strength,31.5,3.4,3.0,3.0,25.06
49.0,Male,40.0,1.75,166,169.0,59.0,1.3,,Yoga,19.7,1.6,4.0,2.0,19.15
20.0,Male,40.0,1.78,192,149.0,57.0,0.93,1075.0,Strength,25.5,1.9,4.0,1.0,22.57
50.0,Male,40.0,1.92,168,144.0,55.0,1.48,692.0,Cardio,16.0,2.5,5.0,1.0,18.29
52.0,Female,81.7,1.59,164,136.0,67.0,1.91,1025.0,HIIT,28.2,3.4,2.0,2.0,19.89
41.0,Male,65.9,1.93,188,124.0,74.0,1.36,1419.0,Yoga,22.6,1.5,2.0,2.0,17.6
22.0,Male,55.0,1.88,176,131.0,74.0,2.0,1445.0,Yoga,16.3,1.9,,1.0,26.04
19.0,,92.2,1.73,170,150.0,74.0,2.0,538.0,Cardio,10.0,2.2,2.0,1.0,15.3
31.0,Female,67.9,1.7,163,124.0,68.0,1.43,1338.0,Cardio,13.0,3.1,5.0,1.0,13.87
32.0,Female,86.0,1.6,164,144.0,65.0,1.09,1196.0,HIIT,17.4,1.5,2.0,1.0,20.18
29.0,Female,60.6,1.83,172,161.0,60.0,1.32,760.0,Strength,25.0,3.3,5.0,2.0,18.03
34.0,Male,47.8,1.69,182,153.0,68.0,1.63,1249.0,Yoga,20.2,1.5,4.0,3.0,12.32
19.0,Male,79.4,1.77,165,150.0,73.0,1.23,1148.0,Cardio,24.1,3.3,3.0,2.0,22.64
33.0,Female,62.4,1.72,168,164.0,74.0,0.91,1042.0,Yoga,27.1,3.4,5.0,2.0,29.29
47.0,Male,71.3,1.83,186,163.0,68.0,0.95,837.0,Strength,22.6,1.5,5.0,2.0,18.61
37.0,Male,116.2,1.65,194,160.0,74.0,1.98,1036.0,Yoga,22.1,2.4,4.0,1.0,23.58
50.0,Male,55.8,1.81,161,126.0,55.0,1.32,909.0,Yoga,23.6,2.9,4.0,2.0,12.32
49.0,Male,53.5,1.79,167,158.0,64.0,1.31,1268.0,Yoga,,1.9,2.0,1.0,27.68
53.0,Female,55.9,1.78,182,125.0,58.0,1.45,1308.0,Yoga,21.1,1.5,3.0,2.0,12.32
29.0,Female,80.7,1.74,192,121.0,72.0,1.43,839.0,Strength,26.5,1.5,4.0,1.0,12.32
46.0,Male,69.0,1.88,177,120.0,74.0,1.63,1183.0,Strength,23.4,3.6,4.0,2.0,14.54
34.0,Male,60.5,1.8,171,120.0,68.0,1.57,1452.0,Cardio,27.1,3.2,3.0,1.0,12.32
44.0,,71.6,1.73,167,138.0,71.0,1.45,1000.0,Strength,23.6,2.6,2.0,3.0,21.12
51.0,Female,96.3,1.88,166,127.0,59.0,1.32,1362.0,Strength,28.1,1.9,2.0,2.0,16.31
47.0,Male,48.4,1.65,196,148.0,60.0,1.29,1357.0,Cardio,11.3,1.5,3.0,2.0,12.51
52.0,Male,77.8,1.59,183,135.0,50.0,1.37,949.0,Cardio,27.3,2.9,4.0,2.0,23.73
25.0,Male,85.5,1.8,168,156.0,69.0,1.39,644.0,Strength,15.7,3.3,2.0,1.0,12.32
28.0,,74.9,1.74,196,163.0,54.0,1.24,1144.0,Cardio,30.7,1.6,2.0,1.0,25.53
30.0,Male,67.4,1.79,185,169.0,59.0,1.27,1398.0,Cardio,18.9,3.4,5.0,3.0,25.14
36.0,Male,71.0,1.66,168,131.0,74.0,1.1,567.0,HIIT,20.3,3.7,4.0,1.0,28.31
24.0,Female,50.5,2.0,177,129.0,70.0,1.33,1213.0,Strength,26.6,,2.0,2.0,16.2
55.0,Male,94.8,2.0,192,169.0,50.0,1.38,1458.0,Strength,23.2,2.3,3.0,3.0,
,Female,73.6,1.79,195,146.0,73.0,1.13,636.0,HIIT,14.1,2.7,2.0,1.0,12.32
21.0,Male,47.8,1.62,173,129.0,74.0,1.59,1638.0,HIIT,25.8,2.4,3.0,2.0,12.32
41.0,Male,40.0,1.74,166,154.0,71.0,1.13,1356.0,HIIT,20.1,2.8,3.0,3.0,15.67
51.0,Male,43.9,1.78,194,136.0,51.0,0.98,1293.0,Strength,27.0,1.5,2.0,1.0,15.75
47.0,Male,59.6,1.88,192,125.0,50.0,1.32,1108.0,Yoga,30.6,2.3,3.0,2.0,12.32
22.0,Female,56.1,1.91,167,122.0,70.0,1.4,1183.0,Cardio,24.9,2.7,2.0,1.0,12.32
18.0,Male,56.5,1.93,177,156.0,52.0,1.53,1419.0,Strength,22.3,3.5,4.0,2.0,16.43
39.0,Male,83.7,1.52,187,152.0,58.0,1.65,1647.0,Strength,29.3,3.2,,,15.84
34.0,Female,79.1,1.73,188,151.0,58.0,1.32,1191.0,Yoga,30.7,3.6,,2.0,18.31
46.0,Female,56.7,1.97,199,160.0,56.0,1.3,1215.0,HIIT,26.4,2.4,3.0,1.0,16.02
22.0,Female,48.9,1.84,185,164.0,73.0,1.13,,Yoga,27.0,1.5,3.0,3.0,22.64
43.0,Female,47.1,1.81,166,149.0,69.0,0.76,998.0,HIIT,22.2,3.0,4.0,1.0,29.69
51.0,Male,65.1,1.85,185,130.0,60.0,2.0,717.0,Cardio,22.2,1.9,2.0,2.0,15.62
55.0,Female,60.6,1.68,185,124.0,70.0,1.35,1447.0,HIIT,24.0,2.0,4.0,1.0,18.66
42.0,Female,101.0,1.56,186,168.0,56.0,1.19,650.0,HIIT,27.6,3.6,4.0,1.0,24.46
31.0,Female,66.4,1.76,175,140.0,69.0,1.55,640.0,Strength,24.7,3.5,4.0,2.0,29.07
49.0,Male,97.1,2.0,174,153.0,74.0,1.26,763.0,Strength,10.0,2.6,2.0,2.0,23.64
29.0,Male,73.7,1.88,192,141.0,59.0,1.68,769.0,Cardio,,3.2,3.0,3.0,24.55
44.0,Male,86.1,1.73,178,140.0,51.0,1.12,1244.0,Strength,22.7,3.4,3.0,3.0,19.23
37.0,Female,58.7,1.78,195,154.0,59.0,1.34,1015.0,Cardio,29.5,2.8,2.0,3.0,18.67
37.0,Female,69.1,1.74,175,127.0,53.0,1.61,1411.0,Strength,31.9,3.6,2.0,2.0,18.07
46.0,Female,73.0,1.73,164,150.0,54.0,1.87,1037.0,Cardio,25.1,3.4,2.0,,15.27
53.0,Male,67.3,1.5,199,151.0,60.0,1.04,593.0,HIIT,15.8,3.4,4.0,2.0,12.32
47.0,Female,59.2,1.67,182,169.0,57.0,1.06,1252.0,HIIT,31.5,2.2,3.0,2.0,23.65
46.0,Female,119.6,1.71,176,129.0,53.0,1.26,1144.0,HIIT,23.9,1.7,4.0,2.0,12.32
53.0,Male,80.1,1.69,188,167.0,74.0,2.0,1196.0,Strength,13.0,2.3,3.0,1.0,14.85
42.0,Male,59.1,1.65,183,138.0,71.0,2.0,957.0,Strength,21.2,2.0,2.0,2.0,35.06
48.0,,88.8,1.91,183,156.0,67.0,0.87,853.0,Cardio,32.5,3.3,3.0,2.0,19.12
36.0,Male,53.4,1.75,177,120.0,70.0,0.68,1257.0,Yoga,26.7,2.7,5.0,2.0,35.28
18.0,Male,98.9,1.58,181,126.0,68.0,1.48,1330.0,Cardio,27.5,3.1,3.0,2.0,12.32
41.0,Female,112.2,1.81,188,159.0,53.0,1.16,995.0,Yoga,30.3,3.3,3.0,2.0,18.28
30.0,Male,101.6,1.73,190,133.0,56.0,1.38,1047.0,Cardio,22.1,3.2,3.0,3.0,40.75
19.0,Female,74.7,1.85,194,127.0,74.0,0.65,1105.0,Cardio,19.4,3.6,2.0,2.0,16.46
22.0,Male,68.4,1.86,175,129.0,66.0,1.99,895.0,Cardio,20.0,3.6,5.0,1.0,16.16
22.0,Female,86.2,1.93,167,145.0,62.0,1.74,640.0,Strength,18.6,3.3,3.0,1.0,29.48
51.0,Male,98.9,1.85,181,138.0,70.0,1.49,859.0,Cardio,25.0,1.5,2.0,2.0,25.3
27.0,Female,50.6,2.0,174,129.0,68.0,1.34,1179.0,HIIT,31.0,2.0,5.0,2.0,24.12
56.0,Female,68.1,2.0,168,160.0,74.0,1.39,1350.0,Yoga,23.8,3.3,5.0,2.0,17.05
22.0,Female,53.0,1.83,199,129.0,74.0,0.88,540.0,Strength,11.9,3.1,4.0,2.0,15.29
28.0,Male,59.2,1.68,187,127.0,54.0,1.53,466.0,Strength,27.3,2.9,2.0,3.0,12.32
35.0,Male,40.0,2.0,169,138.0,72.0,1.08,576.0,Strength,31.2,2.9,2.0,3.0,20.21
48.0,Male,90.4,2.0,193,156.0,59.0,1.78,1246.0,Cardio,24.4,2.3,3.0,2.0,13.35
25.0,Female,74.6,1.63,182,160.0,60.0,0.93,1028.0,HIIT,14.8,3.5,3.0,2.0,18.08
24.0,Male,92.2,1.71,194,141.0,59.0,2.0,1580.0,HIIT,32.9,2.4,4.0,2.0,
35.0,Female,56.2,1.74,170,151.0,66.0,0.99,1215.0,Strength,26.9,2.9,4.0,2.0,20.61
18.0,Male,63.0,1.66,191,168.0,74.0,0.89,456.0,Strength,24.5,2.7,3.0,2.0,14.75
50.0,Female,76.1,1.82,191,146.0,54.0,1.12,817.0,Cardio,25.0,3.2,2.0,1.0,14.5
52.0,Male,66.6,1.56,175,152.0,60.0,1.04,1783.0,Yoga,15.4,2.7,4.0,2.0,40.0
32.0,Female,45.9,1.83,192,120.0,55.0,1.49,808.0,Yoga,22.4,1.5,3.0,1.0,17.82
31.0,Female,86.4,1.59,187,169.0,50.0,2.0,1336.0,Yoga,27.6,1.6,4.0,1.0,14.57
30.0,Female,54.9,1.93,187,165.0,70.0,0.94,836.0,Cardio,26.7,3.7,4.0,2.0,13.37
21.0,Male,91.2,1.7,194,142.0,62.0,0.91,1090.0,Strength,33.3,3.7,3.0,2.0,17.63
46.0,Male,54.2,1.91,171,169.0,67.0,0.9,771.0,HIIT,14.0,2.6,3.0,3.0,26.79
22.0,Female,60.8,1.77,169,130.0,74.0,1.1,1298.0,Cardio,25.4,3.3,2.0,3.0,13.58
30.0,Male,46.8,1.67,164,153.0,74.0,1.53,684.0,Cardio,15.2,2.3,4.0,2.0,12.32
31.0,Female,48.1,1.58,181,125.0,70.0,1.88,695.0,HIIT,23.1,3.3,3.0,2.0,26.69
36.0,Male,56.5,1.61,189,123.0,58.0,2.0,1093.0,Yoga,32.6,3.5,3.0,3.0,25.74
55.0,Female,78.4,1.59,171,132.0,74.0,2.0,1182.0,HIIT,13.6,3.7,3.0,1.0,12.32
44.0,Male,78.2,1.8,171,169.0,59.0,1.79,1730.0,HIIT,17.0,3.5,5.0,1.0,18.17
34.0,Female,74.2,1.83,194,153.0,60.0,1.24,1632.0,Strength,27.3,3.0,4.0,2.0,20.18
57.0,Female,84.0,1.95,199,142.0,51.0,1.66,872.0,Strength,17.5,3.4,4.0,1.0,21.88
47.0,Female,79.2,1.81,160,169.0,74.0,1.28,595.0,Yoga,19.0,3.3,2.0,2.0,20.55
20.0,Female,102.9,1.61,172,146.0,70.0,1.57,1113.0,Yoga,23.5,3.2,3.0,3.0,21.82
30.0,Female,57.8,1.89,168,165.0,67.0,1.38,1099.0,Strength,25.6,1.5,,1.0,15.3
37.0,Female,94.5,1.73,198,135.0,74.0,1.16,717.0,Strength,23.8,1.6,4.0,3.0,17.52
54.0,Male,70.9,1.7,\n175,131.0,74.0,1.5,750.0,HIIT,29.4,3.7,4.0,2.0,13.4
54.0,Female,52.6,1.81,167,167.0,53.0,1.46,988.0,Yoga,26.7,2.4,2.0,1.0,27.97
31.0,Female,50.9,1.51,174,130.0,58.0,2.0,1743.0,Strength,26.9,3.5,,1.0,22.5
43.0,,58.9,1.85,174,139.0,67.0,1.41,1217.0,,19.9,2.0,2.0,1.0,20.61
22.0,Female,69.3,1.56,164,136.0,50.0,1.33,1084.0,Yoga,30.7,3.4,3.0,,23.56
18.0,Female,93.3,1.71,199,,50.0,1.59,1166.0,Yoga,22.3,2.6,4.0,1.0,24.01
24.0,Female,91.2,1.82,181,158.0,74.0,1.49,1263.0,,26.9,1.8,2.0,2.0,12.74
45.0,Female,40.0,1.59,199,144.0,70.0,1.2,,HIIT,15.3,,3.0,3.0,19.33
34.0,,80.6,1.76,177,163.0,,2.0,1783.0,Cardio,27.5,3.4,4.0,1.0,13.09
25.0,Male,40.0,1.56,195,132.0,57.0,0.65,499.0,Yoga,16.7,3.4,3.0,2.0,12.32
45.0,Male,76.6,1.77,181,122.0,64.0,1.82,1186.0,Cardio,19.1,3.5,2.0,1.0,20.79
25.0,Female,61.1,1.72,176,162.0,53.0,0.92,1378.0,Strength,15.0,3.4,4.0,1.0,12.62
51.0,Female,58.8,1.78,172,120.0,54.0,2.0,1113.0,HIIT,31.5,2.3,4.0,1.0,
31.0,Female,48.4,1.81,178,120.0,71.0,1.45,1004.0,Strength,23.1,1.5,3.0,1.0,31.33
28.0,Female,77.8,1.62,164,161.0,70.0,1.52,1095.0,Strength,23.1,3.5,5.0,2.0,21.22
48.0,Male,119.9,1.73,165,156.0,66.0,0.99,781.0,Cardio,18.5,3.6,3.0,1.0,18.18
44.0,,64.5,1.5,173,166.0,50.0,0.54,874.0,Yoga,25.2,1.9,3.0,2.0,12.32
39.0,Female,84.0,1.79,176,126.0,72.0,1.5,1057.0,HIIT,28.0,3.3,3.0,1.0,30.44
34.0,Male,80.7,1.8,193,153.0,57.0,1.18,930.0,Yoga,27.2,2.3,3.0,1.0,13.63
24.0,Female,102.6,1.67,190,132.0,73.0,1.41,800.0,Yoga,28.3,1.5,3.0,2.0,18.79
51.0,Female,80.4,1.64,181,,74.0,1.07,913.0,Cardio,26.4,1.5,5.0,3.0,12.32
42.0,Female,57.1,1.84,199,163.0,74.0,1.2,303.0,Strength,21.3,2.7,3.0,1.0,14.84
23.0,Female,60.5,1.88,166,149.0,63.0,,907.0,Yoga,23.5,3.1,4.0,1.0,15.38
18.0,Female,98.5,1.99,187,153.0,57.0,1.95,859.0,Yoga,22.7,1.9,3.0,2.0,15.7
23.0,Female,68.0,1.74,175,120.0,68.0,1.01,694.0,HIIT,24.5,3.5,5.0,2.0,17.47
18.0,Male,40.0,1.82,177,127.0,74.0,0.73,352.0,Yoga,26.0,3.4,3.0,2.0,28.42
50.0,Male,41.9,2.0,199,161.0,74.0,1.24,953.0,Cardio,24.6,3.2,3.0,2.0,16.02
18.0,Male,60.5,1.57,177,131.0,59.0,1.3,1286.0,HIIT,28.1,2.6,3.0,2.0,19.42
32.0,Male,40.0,1.61,176,156.0,59.0,,582.0,Yoga,15.1,3.4,4.0,1.0,25.61
46.0,Male,40.7,1.66,190,169.0,58.0,0.92,760.0,HIIT,27.2,3.5,5.0,2.0,18.76
18.0,Female,53.8,1.7,197,120.0,69.0,1.01,1274.0,Strength,31.4,2.4,3.0,3.0,15.72
18.0,,115.4,1.79,188,168.0,72.0,2.0,859.0,Yoga,31.2,1.8,3.0,2.0,19.06
46.0,Male,54.0,1.82,177,163.0,63.0,1.4,979.0,Yoga,33.7,3.7,2.0,2.0,14.05
24.0,Male,105.7,2.0,187,145.0,58.0,1.48,1002.0,Strength,25.9,2.5,3.0,1.0,43.01
31.0,Male,87.3,1.65,176,137.0,74.0,0.91,1262.0,Yoga,31.5,,4.0,2.0,26.33
30.0,Female,57.7,1.76,160,152.0,59.0,1.82,314.0,Cardio,23.2,1.8,4.0,3.0,12.32
24.0,Male,72.7,2.0,190,131.0,56.0,1.33,1126.0,Cardio,12.6,3.6,2.0,2.0,23.15
25.0,,102.4,1.68,188,141.0,56.0,1.66,1553.0,Yoga,18.6,1.7,2.0,2.0,16.38
29.0,Female,81.4,1.89,177,137.0,70.0,1.01,503.0,Yoga,14.5,1.5,,1.0,21.8
39.0,Male,81.9,1.72,187,156.0,53.0,1.19,1329.0,Yoga,24.2,3.4,4.0,2.0,12.91
48.0,Female,65.1,1.79,189,120.0,74.0,1.26,325.0,Strength,23.5,2.1,5.0,3.0,28.56
28.0,Female,67.8,1.57,198,135.0,67.0,2.0,1062.0,Strength,30.5,1.5,3.0,1.0,14.86
25.0,Male,56.9,1.61,183,130.0,,1.33,804.0,HIIT,20.1,1.5,4.0,2.0,23.68
53.0,Female,55.0,1.6,181,133.0,74.0,1.25,645.0,Strength,28.2,2.4,4.0,1.0,21.6
38.0,,42.6,1.61,172,122.0,69.0,1.13,462.0,Yoga,14.9,2.5,2.0,,15.67
50.0,Female,61.5,1.57,199,139.0,71.0,0.95,798.0,Cardio,22.5,3.5,4.0,2.0,17.3
27.0,Male,64.2,1.89,188,143.0,51.0,2.0,1662.0,Strength,23.0,3.1,4.0,2.0,17.41
38.0,Male,76.7,1.99,192,131.0,74.0,1.14,1263.0,Strength,28.3,1.6,5.0,1.0,14.98
51.0,Male,100.2,,164,153.0,72.0,1.16,1499.0,Yoga,10.0,1.7,4.0,1.0,16.37
54.0,Female,58.1,1.57,182,169.0,74.0,1.59,649.0,Cardio,19.7,3.4,3.0,2.0,23.19
33.0,Female,58.2,1.62,170,163.0,60.0,1.21,1524.0,Cardio,26.5,2.8,3.0,2.0,12.32
30.0,Male,80.1,,192,153.0,50.0,0.55,1222.0,Strength,31.7,1.5,3.0,1.0,19.51
46.0,Male,55.1,1.62,170,166.0,52.0,1.03,1370.0,Cardio,34.4,1.8,2.0,1.0,26.04
32.0,Female,51.2,1.9,162,160.0,60.0,1.25,988.0,Cardio,21.6,2.5,3.0,2.0,22.51
43.0,Male,40.0,1.95,162,138.0,58.0,2.0,918.0,Yoga,26.4,1.8,4.0,2.0,18.66
42.0,Male,45.3,1.53,193,128.0,74.0,1.05,810.0,,21.1,2.4,2.0,2.0,17.18
22.0,Female,54.1,1.76,178,127.0,65.0,1.42,501.0,Strength,29.2,3.7,4.0,1.0,22.15
24.0,Male,58.8,1.89,163,150.0,73.0,1.28,800.0,Strength,27.1,2.5,2.0,2.0,15.86
36.0,,55.5,1.69,198,132.0,71.0,1.85,1590.0,Cardio,15.3,2.2,3.0,2.0,27.8
27.0,Female,40.0,1.8,162,140.0,74.0,1.42,901.0,HIIT,22.2,2.5,5.0,1.0,29.73
41.0,Male,53.0,1.62,161,142.0,61.0,1.42,761.0,Strength,21.0,3.3,3.0,1.0,20.51
18.0,Female,83.5,1.67,162,169.0,70.0,1.54,1389.0,Cardio,12.1,1.7,2.0,1.0,33.8
51.0,Female,58.6,2.0,162,150.0,55.0,1.28,1030.0,Strength,16.7,3.4,3.0,2.0,37.28
18.0,Female,40.0,1.9,166,169.0,57.0,1.28,1556.0,Strength,17.4,2.1,2.0,3.0,19.51
44.0,Female,91.2,1.87,194,141.0,66.0,1.66,1345.0,Yoga,22.7,2.5,2.0,1.0,15.5
31.0,Male,60.7,1.62,198,120.0,71.0,1.35,967.0,Yoga,31.2,3.2,4.0,2.0,23.83
36.0,Male,62.2,1.5,192,132.0,61.0,2.0,913.0,HIIT,11.4,1.5,3.0,2.0,22.96
23.0,Female,62.1,1.83,168,149.0,51.0,1.39,1135.0,Yoga,26.1,2.0,3.0,2.0,21.35
24.0,Male,79.0,1.62,177,169.0,73.0,1.0,887.0,Yoga,25.0,3.5,2.0,3.0,12.32
38.0,Male,58.4,1.65,169,141.0,53.0,2.0,1109.0,Yoga,24.0,2.3,2.0,1.0,35.49
31.0,Female,75.8,1.7,199,129.0,60.0,0.87,922.0,HIIT,24.2,1.9,2.0,1.0,15.58
55.0,Female,65.5,1.94,170,123.0,74.0,1.37,787.0,HIIT,28.7,3.1,3.0,1.0,17.0
52.0,Female,81.0,1.62,178,146.0,53.0,1.44,1628.0,Strength,25.4,2.5,4.0,1.0,17.41
24.0,Female,84.5,1.84,171,128.0,63.0,0.7,1067.0,,32.0,2.4,2.0,1.0,12.32
18.0,Male,48.7,1.75,187,141.0,70.0,2.0,1266.0,\tCardio,34.4,2.6,3.0,1.0,38.48
30.0,Male,88.3,1.72,195,158.0,70.0,,1327.0,,12.3,3.6,3.0,2.0,33.99
53.0,Female,,1.55,190,150.0,71.0,,1006.0,Strength,22.8,3.5,4.0,2.0,29.07
56.0,Female,85.2,1.6,163,151.0,51.0,1.25,672.0,Yoga,26.5,1.7,3.0,1.0,21.05
,Male,68.7,1.81,192,169.0,62.0,1.08,1783.0,Strength,10.0,3.4,,1.0,32.2
40.0,Male,97.4,1.66,166,149.0,60.0,1.16,700.0,HIIT,20.8,,2.0,2.0,25.05
33.0,Male,73.3,1.86,187,123.0,60.0,1.22,1254.0,Cardio,35.0,1.9,4.0,1.0,15.26
33.0,Female,44.9,1.73,176,158.0,74.0,2.0,905.0,Strength,27.0,2.1,3.0,2.0,23.8
39.0,Male,59.9,1.71,174,131.0,50.0,1.41,733.0,Yoga,24.7,2.9,2.0,2.0,19.74
40.0,Male,43.9,1.92,186,143.0,74.0,0.83,1018.0,Yoga,12.0,3.1,3.0,1.0,29.23
20.0,Male,40.0,1.52,164,144.0,65.0,1.53,629.0,Strength,22.6,3.1,4.0,1.0,22.23
26.0,Male,65.9,1.99,166,127.0,71.0,1.08,1218.0,Cardio,22.0,2.6,4.0,2.0,13.91
21.0,Female,59.8,1.65,162,169.0,74.0,1.5,1130.0,Cardio,30.4,3.2,5.0,3.0,12.32
36.0,Female,77.7,1.66,193,120.0,72.0,1.21,1115.0,Strength,11.3,2.2,2.0,3.0,22.23
30.0,Male,61.6,1.77,170,130.0,74.0,2.0,1068.0,Yoga,24.3,1.5,5.0,2.0,24.78
18.0,Female,44.2,1.64,171,164.0,66.0,1.14,1083.0,Yoga,16.1,2.2,5.0,2.0,18.36
22.0,Male,63.7,1.85,192,122.0,53.0,1.06,1032.0,Yoga,24.4,2.5,3.0,3.0,13.95
45.0,Male,54.4,1.55,182,139.0,74.0,2.0,1179.0,HIIT,24.3,3.1,5.0,3.0,12.32
43.0,Female,93.8,1.65,170,162.0,61.0,1.37,848.0,Strength,,2.8,3.0,1.0,15.58
18.0,Female,77.7,1.55,178,131.0,67.0,1.4,1259.0,Strength,14.8,2.4,3.0,2.0,12.32
18.0,Male,57.6,1.74,172,120.0,74.0,1.46,635.0,Strength,15.0,3.2,2.0,3.0,12.8
20.0,Male,75.6,1.74,192,128.0,72.0,1.86,906.0,Cardio,21.4,3.3,4.0,2.0,34.73
47.0,Male,85.5,1.84,172,152.0,68.0,0.98,773.0,Cardio,24.1,2.6,2.0,2.0,19.61
25.0,Male,62.4,1.59,166,151.0,66.0,1.27,903.0,,11.0,3.0,4.0,1.0,32.63
31.0,Female,53.5,1.68,180,155.0,57.0,0.86,875.0,Strength,22.6,3.3,2.0,1.0,20.61
47.0,Male,78.8,1.82,167,144.0,66.0,1.66,1163.0,Cardio,31.7,2.8,4.0,2.0,15.78
20.0,Male,40.0,1.97,173,133.0,74.0,2.0,916.0,Cardio,18.8,2.3,2.0,1.0,13.57
56.0,Male,51.5,1.66,198,167.0,70.0,2.0,843.0,Strength,24.2,2.4,3.0,3.0,25.65
24.0,Male,80.9,1.74,181,128.0,61.0,1.19,1705.0,HIIT,10.0,2.7,4.0,1.0,12.32
29.0,Female,85.3,1.68,161,133.0,74.0,1.45,1269.0,Cardio,26.1,2.5,4.0,3.0,15.99
18.0,Female,47.8,1.73,162,136.0,56.0,1.42,562.0,Cardio,23.9,3.4,3.0,1.0,14.48
36.0,Female,87.9,1.54,177,129.0,58.0,1.93,1010.0,Cardio,21.1,3.3,3.0,1.0,29.54
49.0,Female,43.6,1.68,170,124.0,73.0,0.94,739.0,Yoga,27.6,3.5,4.0,2.0,30.46
40.0,Female,55.7,1.6,184,133.0,72.0,1.4,749.0,Yoga,23.7,2.6,4.0,2.0,24.88
20.0,Female,73.5,1.87,167,145.0,68.0,2.0,1338.0,HIIT,21.9,3.5,3.0,,22.35
31.0,Female,52.7,1.65,199,138.0,74.0,1.92,1102.0,HIIT,24.0,3.3,2.0,3.0,18.38
47.0,Female,87.1,1.7,174,160.0,63.0,1.4,562.0,HIIT,26.0,3.7,5.0,1.0,26.61
47.0,,71.5,1.79,162,169.0,65.0,1.84,822.0,HIIT,29.1,2.3,5.0,2.0,25.83
